id,name,ingredients,method,image,video
3070,4 Amazing Dips with Ketchup & Mayo,Pyaz (Onion) chopped 2 tbs~Tamatar (Tomato) deseeded & chopped 2 tbs~Shimla mirch (Capsicum) chopped 2 tbs~Hara dhania (Fresh coriander) chopped 1 tsp~Onion powder ¼ tsp~Namak (Salt) ¼ or to taste~Zeera powder (Cumin powder) ¼ tsp~Lemon juice ½ tsp~National tomato ketchup 1 Cup~Mustard paste 1 tbs~Namak (Salt) ½ tsp or to taste~Paprika powder 1 tsp~Onion powder ½ tsp~Kali mirch powder (Black pepper powder) ½ tsp~Lehsan powder (Garlic powder) 1 tsp~Worcestershire sauce 1 tbs~Sirka (Vinegar) 1 tsp~National classic mayo 1 Cup~National tomato ketchup ½ Cup~Jalapenos chopped ½ Cup~Hari mirch (Green chilies) chopped 2~Lehsan (Garlic) chopped 1 tsp~Cream cheese ½ Cup~Cheddar cheese grated ½ Cup~National classic mayo 1 Cup~Parmesan cheese powder to sprinkle~National classic mayo 1 Cup~National tomato ketchup ½ Cup~Cayenne powder ½ tsp~Kali mirch (Black pepper) crushed ½ tsp~Namak (Salt) ¼ tsp or to taste~Sirka (Vinegar) 1 tsp~Pyaz (Onion) chopped 2 tbs~Tamatar (Tomato) deseeded & chopped 2 tbs~Shimla mirch (Capsicum) chopped 2 tbs~Hara dhania (Fresh coriander) chopped 1 tsp~Onion powder ¼ tsp~Namak (Salt) ¼ or to taste~Zeera powder (Cumin powder) ¼ tsp~Lemon juice ½ tsp~National tomato ketchup 1 Cup~Mustard paste 1 tbs~Namak (Salt) ½ tsp or to taste~Paprika powder 1 tsp~Onion powder ½ tsp~Kali mirch powder (Black pepper powder) ½ tsp~Lehsan powder (Garlic powder) 1 tsp~Worcestershire sauce 1 tbs~Sirka (Vinegar) 1 tsp~National classic mayo 1 Cup~National tomato ketchup ½ Cup~Jalapenos chopped ½ Cup~Hari mirch (Green chilies) chopped 2~Lehsan (Garlic) chopped 1 tsp~Cream cheese ½ Cup~Cheddar cheese grated ½ Cup~National classic mayo 1 Cup~Parmesan cheese powder to sprinkle~National classic mayo 1 Cup~National tomato ketchup ½ Cup~Cayenne powder ½ tsp~Kali mirch (Black pepper) crushed ½ tsp~Namak (Salt) ¼ tsp or to taste~Sirka (Vinegar) 1 tsp,"In bowl,add onion,tomato,capsicum,fresh coriander,onion powder,salt,cumin powder,lemon juice and national tomato ketchup,whisk well.~In bowl,add mustard paste,salt,paprika powder,onion powder,black pepper powder,garlic powder, worcestershire sauce,vinegar,national classic mayo,national tomato ketchup and mix well until combined.~In oven safe bowl,add jalapenos,green chilies,garlic,cream cheese,cheddar cheese,national classic mayo and mix well.~Sprinkle parmesan cheese powder and bake in preheated oven at 200 C for 8-10 minutes.~In bowl,add national classic mayo,national tomato ketchup,cayenne powder,black pepper crushed,salt, vinegar and mix well until combined.",https://www.foodfusion.com/wp-content/uploads/2018/05/Dip-sauce-4-ways-Recipe-by-Food-fusion-1.jpg,https://www.youtube.com/embed/tBgfNJczZME?rel=0
3071,Fried Aloo Chaat,Boiling water as required~Namak (Salt) 1 tsp~Haldee powder (Turmeric powder) ¼ tsp~Aloo (Potatoes) large cubes 250 gms~Cooking oil for frying~Cheeni (Sugar) 1 Cup~Imli pulp (Tamarind pulp) 1 Cup~Adrak powder (Dried ginger powder) ½ tbs~Lal mirch (Red chili) crushed ½ tbs~Namak (Salt) ½ tsp or to taste~Lal mirch powder (Red chili powder) ½ tbs or to taste~Saunf (Fennel seeds) crushed ½ tbs~Corn flour 1 tsp~Pani (Water) 2 tbs~Green chutney (Green sauce) ½ Cup~Imli chutney (Tamarind sauce) ½ Cup~Pyaz (Onion) chopped 1 tbs~Tamatar (Tomatoes) deseeded & chopped 1 tbs~Hara dhania (Fresh coriander) chopped 1 tsp~Lemon juice 1 tbs~Chaat masala ½ tsp~Zeera (Cumin seeds) roasted & crushed ½ tsp~Fried potato sticks~Prepared sauce~Dahi (Yogurt) whisked~Tamatar (Tomatoes)~Pyaz (Onion)~Sev nimco~Lal mirch (Red chili) crushed~Hara dhania (Fresh coriander)~Boiling water as required~Namak (Salt) 1 tsp~Haldee powder (Turmeric powder) ¼ tsp~Aloo (Potatoes) large cubes 250 gms~Cooking oil for frying~Cheeni (Sugar) 1 Cup~Imli pulp (Tamarind pulp) 1 Cup~Adrak powder (Dried ginger powder) ½ tbs~Lal mirch (Red chili) crushed ½ tbs~Namak (Salt) ½ tsp or to taste~Lal mirch powder (Red chili powder) ½ tbs or to taste~Saunf (Fennel seeds) crushed ½ tbs~Corn flour 1 tsp~Pani (Water) 2 tbs~Green chutney (Green sauce) ½ Cup~Imli chutney (Tamarind sauce) ½ Cup~Pyaz (Onion) chopped 1 tbs~Tamatar (Tomatoes) deseeded & chopped 1 tbs~Hara dhania (Fresh coriander) chopped 1 tsp~Lemon juice 1 tbs~Chaat masala ½ tsp~Zeera (Cumin seeds) roasted & crushed ½ tsp~Fried potato sticks~Prepared sauce~Dahi (Yogurt) whisked~Tamatar (Tomatoes)~Pyaz (Onion)~Sev nimco~Lal mirch (Red chili) crushed~Hara dhania (Fresh coriander),"In boiling water,add salt,turmeric powder and mix well.~Cut potato into large cubes and thread potato cubes on skewers.~Now add potato sticks in boiling water,cover and boil for 8-10 minutes on until half-done and pat dry with kitchen tissue paper.~In frying pan,heat cooking oil and fry boiled potato sticks from all sides until golden.~In saucepan,add sugar,tamarind pulp and mix well.~Add dried ginger powder,red chili crushed,salt,red chili powder,fennel seeds,mix well and bring it to boil.~In corn flour,add water and mix well.~Now add dissolve corn flour,mix well and cook until sauce thickens.~Let it cool down.~In bowl,add green sauce,tamarind sauce,onion,tomato,fresh coriander,lemon juice,chaat masala, cumin seeds and mix well.~On serving plate,add fried potato sticks,pour prepared sauce,yogurt,tomato,onion,sev nimco,red chili crushed,fresh corinader & serve!",https://www.foodfusion.com/wp-content/uploads/2018/05/Fried-Aloo-Chaat-Recipe-by-Food-fusion-1.jpg,https://www.youtube.com/embed/RW43uqIYdWE?rel=0
3072,Manchurian Chaat,Oil 1 tbs~Lehsan (Garlic) crushed 1 tsp~Adrak (Ginger) crushed 1 tsp~Tomato ketchup ½ Cup~Hot sauce 1 tbs~Soy sauce ½ tbs~Kali mirch powder (Black pepper powder) ½ tsp~Lal mirch (Red chili) crushed 1 tsp~Namak (Salt) ½ tsp or to taste~Chaat masala ½ tsp~Corn flour 1 & ½ tbs~Pani (Water) ½ Cup or as required~Pani (Water) 1 Cup or as required~Cheeni (Sugar) 1 tbs~Pyaz (Onion) chopped ½ Cup~Tamatar (Tomato) deseeded & chopped ½ Cup~Shimla mirch (Capsicum) chopped ½ Cup~Chanay (Chickpeas) boiled~Aloo (Potato) boiled & cubes~Hari mirch (Green chili)~Prepared manchurian sauce~Lal mirch (Red chili) crushed~Chaat masala~Papri~Sev nimco~Oil 1 tbs~Lehsan (Garlic) crushed 1 tsp~Adrak (Ginger) crushed 1 tsp~Tomato ketchup ½ Cup~Hot sauce 1 tbs~Soy sauce ½ tbs~Kali mirch powder (Black pepper powder) ½ tsp~Lal mirch (Red chili) crushed 1 tsp~Namak (Salt) ½ tsp or to taste~Chaat masala ½ tsp~Corn flour 1 & ½ tbs~Pani (Water) ½ Cup or as required~Pani (Water) 1 Cup or as required~Cheeni (Sugar) 1 tbs~Pyaz (Onion) chopped ½ Cup~Tamatar (Tomato) deseeded & chopped ½ Cup~Shimla mirch (Capsicum) chopped ½ Cup~Chanay (Chickpeas) boiled~Aloo (Potato) boiled & cubes~Hari mirch (Green chili)~Prepared manchurian sauce~Lal mirch (Red chili) crushed~Chaat masala~Papri~Sev nimco,"In frying pan,add oil,garlic,ginger and mix well.~Add tomato ketchup,hot sauce,soy sauce,black pepper powder,red chili crushed,salt and mix well.~Add chaat masala and mix well.~In corn flour,add water and mix well.~Now add dissolve corn flour and mix well.~Add water and mix well.~Add sugar and mix well.~Add onion,tomato and capsicum,mix well & set aside.~On serving plate,add boiled chickpeas,potato,green chili,prepared manchurian sauce,red chili crushed, chaat masala,papri and sev nimco.~Serve hot!",https://www.foodfusion.com/wp-content/uploads/2018/05/Manchurian-Chaat-Recipe-by-Food-fusion-1.jpg,https://www.youtube.com/embed/8T8gyD-e0uI?rel=0
3073,Pakoras with Leftovers 4-Ways,Baisan (Gram flour) sifted 2 Cups~Lal mirch (Red chili) crushed & roasted 1 & ½ tsp or to taste~Dhania (Coriander seeds) roasted & crushed 1 tsp~Zeera (Cumin seeds) 1 tsp~Zeera (Cumin seeds) roasted & crushed ½ tsp~Namak (Salt) ½ tsp or to taste~Baking soda 1 tsp~Pani (Water) 1 Cup approx. or as required~Leftover chicken tikka 1~Leftover aloo matar gajar~Macaroni boiled~Leftover aloo salan~Cheddar cheese grated ¼ Cup~Kali mirch powder (Black pepper powder) 1 pinch~Leftover qeema (mince)~Kali mirch powder (Black pepper powder) 1 pinch~Makhan (Butter) ½ tsp~Anday (Eggs) boiled~Cooking oil for frying~Baisan (Gram flour) sifted 2 Cups~Lal mirch (Red chili) crushed & roasted 1 & ½ tsp or to taste~Dhania (Coriander seeds) roasted & crushed 1 tsp~Zeera (Cumin seeds) 1 tsp~Zeera (Cumin seeds) roasted & crushed ½ tsp~Namak (Salt) ½ tsp or to taste~Baking soda 1 tsp~Pani (Water) 1 Cup approx. or as required~Leftover chicken tikka 1~Leftover aloo matar gajar~Macaroni boiled~Leftover aloo salan~Cheddar cheese grated ¼ Cup~Kali mirch powder (Black pepper powder) 1 pinch~Leftover qeema (mince)~Kali mirch powder (Black pepper powder) 1 pinch~Makhan (Butter) ½ tsp~Anday (Eggs) boiled~Cooking oil for frying,"In bowl,add gram flour,red chili crushed,coriander seeds,cumin seeds,cumin seeds,salt,baking soda and mix well.~Gradually add water and mix well to make a paste (desired consistency) & set aside.~Take leftover chicken tikka and shred it in a bowl.~Now add prepared pakora batter and mix well.~In wok,heat cooking oil,take a mixture and fry pakora until golden brown.~In leftover aloo matar gajar,add boiled macaroni and mix well.~Now add prepared pakora batter and mix well.~In wok,heat cooking oil,take a mixture and fry pakora until golden brown.~From leftover aloo salan,separates potatoes in a bowl,wash with water and pat dry with kitchen towel.~Mash potatoes with masher then add cheddar cheese,black pepper powder and mix well.~Take a mixture and makes 11-12 balls of equal sizes.~Now dip balls into prepared pakora batter.~In wok,heat cooking oil,take a mixture and fry balls until golden brown.~In bowl,add leftover mince,black pepper powder,butter and mix well.~Cut boiled eggs into two halves and remove egg yolks.~Now stuffed boiled eggs with mince filling and dip into prepared pakora batter.~In wok,heat cooking oil,take a mixture and fry until golden brown.",https://www.foodfusion.com/wp-content/uploads/2018/04/ID-R00599-Pakoras-with-Leftover-4-ways-Recipe-by-Food-fusion-1.jpg,https://www.youtube.com/embed/HeQyrTrEh1M?rel=0
3074,Pasta Cutlets,Pani (Water) as required~Namak (Salt) ½ tbs~Kolson elbow macaroni 1 Cup (approx. 200 gms)~Garam masala powder 1 tsp~Namak (Salt) 1 tsp or to taste~Kali mirch (Black pepper) crushed 1 tsp~Chicken powder 1 tsp (optional)~Safed mirch powder (White pepper powder) 1 tsp~Lehsan paste (Garlic paste) ½ tbs~Zeera (Cumin seeds) crushed ½ tbs~Soy sauce 1 tbs~Hara dhania (Fresh coriander) chopped 2-3 tbs~Hari mirch (Green chilies) chopped 3~Chicken boiled & shredded 1 Cup~Bread crumbs ¼ Cup~Cheddar cheese grated 1 Cup~Anday (Eggs) beaten 2~Kolson vermicelli ½ packet or as required~Cooking oil for frying~Pani (Water) as required~Namak (Salt) ½ tbs~Kolson elbow macaroni 1 Cup (approx. 200 gms)~Garam masala powder 1 tsp~Namak (Salt) 1 tsp or to taste~Kali mirch (Black pepper) crushed 1 tsp~Chicken powder 1 tsp (optional)~Safed mirch powder (White pepper powder) 1 tsp~Lehsan paste (Garlic paste) ½ tbs~Zeera (Cumin seeds) crushed ½ tbs~Soy sauce 1 tbs~Hara dhania (Fresh coriander) chopped 2-3 tbs~Hari mirch (Green chilies) chopped 3~Chicken boiled & shredded 1 Cup~Bread crumbs ¼ Cup~Cheddar cheese grated 1 Cup~Anday (Eggs) beaten 2~Kolson vermicelli ½ packet or as required~Cooking oil for frying,"In pot,add water,salt and mix,bring it to boil and add kolson elbow macaroni,boil uncovered for 8-10 minutes,strain and rinse with cold water & set aside.~In bowl,add boiled macaroni,garam masala powder,salt,black pepper crushed,chicken powder,white pepper powder,garlic paste,cumin seeds,soy sauce,fresh coriander,green chilies and mix well.~Add chicken,bread crumbs,cheddar cheese and mix well then mash slightly with the help of the masher and refrigerate for 30 minutes.~In bowl,add kolson vermicelli,crush well with the help of the hands.~Grease hands with oil,take a mixture and make kababs of equal sizes.~Dip kabab into beaten eggs then coat in crushed vermicelli (makes 8-10).~In frying pan,add cooking oil and fry kabab from both sides until golden brown.",https://www.foodfusion.com/wp-content/uploads/2018/05/Pasta-Cutlets-Recipe-bY-Food-fusion-1.jpg,https://www.youtube.com/embed/bfYIuhbV-FE?rel=0
3075,Punjabi Samosa with layers,Maida (All-purpose flour) sifted 2 & ½ Cups~Namak (Salt) ½ tsp~Ajwain (Carom seeds) 1 & ½ tsp~Ghee 3 tbs~Pani (Water) approx.½ Cup or as required~Oil 1 tbs~Zeera (Cumin seeds) roasted & crushed 1 tsp~Dhania (Coriander seeds) roasted & crushed 2 tsp~Hari mirch (Green chili) chopped 2~Adrak lehsan paste (Ginger garlic paste) 1 tsp~Haldee powder (Turmeric powder) ½ tsp~Namak (Salt) 1 & ½ tsp or to taste~Lal mirch powder (Red chili powder) 2 tsp or to taste~Pyaz (Onion) chopped ½ Cup~Aloo (Potato) boiled & cubes 2 medium~Chana daal (Split bengal gram) boiled 1 Cup~Hara dhania (Fresh coriander) chopped ½ Cup~Lemon juice 1 tbs~Cooking oil for frying~Maida (All-purpose flour) sifted 2 & ½ Cups~Namak (Salt) ½ tsp~Ajwain (Carom seeds) 1 & ½ tsp~Ghee 3 tbs~Pani (Water) approx.½ Cup or as required~Oil 1 tbs~Zeera (Cumin seeds) roasted & crushed 1 tsp~Dhania (Coriander seeds) roasted & crushed 2 tsp~Hari mirch (Green chili) chopped 2~Adrak lehsan paste (Ginger garlic paste) 1 tsp~Haldee powder (Turmeric powder) ½ tsp~Namak (Salt) 1 & ½ tsp or to taste~Lal mirch powder (Red chili powder) 2 tsp or to taste~Pyaz (Onion) chopped ½ Cup~Aloo (Potato) boiled & cubes 2 medium~Chana daal (Split bengal gram) boiled 1 Cup~Hara dhania (Fresh coriander) chopped ½ Cup~Lemon juice 1 tbs~Cooking oil for frying,"In bowl,add all-purpose flour,salt,carom seeds and mix well.~Add ghee and mix until crumbled.~Gradually add water and knead until hard dough is formed,cover with a wet cloth and let it rest for 15 minutes.~In frying pan,add oil,cumin,coriander seeds and mix.~Add green chilies,ginger garlic paste,turmeric powder,salt,red chili powder and mix well.~Add onion and potato,mix well and mash coarsely with the help of the masher.~Add split bengal gram,fresh coriander and mix well.~Add lemon juice and mix well.~Let it cool down.~Knead dough again with water until smooth and cut with cutter into pieces,set aside remaining dough pieces and keep cover with wet cloth.~Take a small dough,make a ball and flatten the dough.~Sprinkle all-purpose flour and roll out with the help of rolling pin.~Cut the dough in oval shape.~With the help of the knife,add cuts on one side only.~Apply water with brush and fold one side on the other side.~On one side of dough,apply water,join two sides/edges to make a cone and press gently to seal the cone.~Fill the cone with prepared stuffing,apply water on the edges and bring the edges together and seal the edges properly.~Prepare the remaining samosas similarly (makes 6).~In wok,heat cooking oil and fry on very low flame until golden brown.",https://www.foodfusion.com/wp-content/uploads/2018/05/Punjabi-Samosa-Recipe-by-Food-fusion-1.jpg,https://www.youtube.com/embed/b1emQw1LyHk?rel=0
3076,Steam Dahi Baray,Mong daal (Yellow lentil) 1 Cup (soaked in warm water for 4 hours then strain)~Mash daal (White lentil) ¼ Cup (soaked in warm water for 4 hours then strain)~Adrak paste (Ginger paste) ½ tsp~Hari mirch (Green chilies) chopped 2~Baking soda 1 tsp~Olive oil~Boiling water~Pani (Water) as required~Namak (Salt) ½ tbs~ate Tamarind Chutney~Sabut lal mirch (Button red chilies) 6-8~Saunf (Fennel seeds) ½ tsp~Zeera (Cumin seeds) 2 tsp~Imli pulp (Tamarind pulp) 1 Cup~Khajoore (Dates) soft & deseeded 8-10~Gur (Jaggery) crushed ¼ Cup~Pani (Water) ½ Cup or as required~Namak (Salt) ¼ tsp or to taste~Kala namak (Black salt) ¼ tsp~Adrak powder (Ginger powder) ½ tsp~Hari mirch (Green chilies) 3-4~Lemon juice 2 tbs~Namak (Salt) ¼ tsp or to taste~Podina (Mint leaves) ½ Cup~Hara dhania (Fresh coriander) ½ Cup~Pani (Water) 1 tbs or as required~Steam dumpling~Dahi (Yogurt) whisked ½ kg~Date tamarind chutney~Green chutney~Lal mirch (Red chili) crushed~Zeera (Cumin seeds) roasted & crushed~Namak (Salt)~Hara dhania (Fresh coriander) chopped~Mong daal (Yellow lentil) 1 Cup (soaked in warm water for 4 hours then strain)~Mash daal (White lentil) ¼ Cup (soaked in warm water for 4 hours then strain)~Adrak paste (Ginger paste) ½ tsp~Hari mirch (Green chilies) chopped 2~Baking soda 1 tsp~Olive oil~Boiling water~Pani (Water) as required~Namak (Salt) ½ tbs~ate Tamarind Chutney~Sabut lal mirch (Button red chilies) 6-8~Saunf (Fennel seeds) ½ tsp~Zeera (Cumin seeds) 2 tsp~Imli pulp (Tamarind pulp) 1 Cup~Khajoore (Dates) soft & deseeded 8-10~Gur (Jaggery) crushed ¼ Cup~Pani (Water) ½ Cup or as required~Namak (Salt) ¼ tsp or to taste~Kala namak (Black salt) ¼ tsp~Adrak powder (Ginger powder) ½ tsp~Hari mirch (Green chilies) 3-4~Lemon juice 2 tbs~Namak (Salt) ¼ tsp or to taste~Podina (Mint leaves) ½ Cup~Hara dhania (Fresh coriander) ½ Cup~Pani (Water) 1 tbs or as required~Steam dumpling~Dahi (Yogurt) whisked ½ kg~Date tamarind chutney~Green chutney~Lal mirch (Red chili) crushed~Zeera (Cumin seeds) roasted & crushed~Namak (Salt)~Hara dhania (Fresh coriander) chopped,"In blender,add yellow lentil,white lentil and blend until smooth.~In bowl,add blended lentil mixture and mix well for 4-5 minutes or until fluffy.~Take a bowl filled with water and drop small drop of batter in it. If the batter immediately starts to float on top of the water,the batter is ready.If not then whisk it some more.~Add ginger paste,green chilies and baking soda,mix well & set aside.~Grease ramekins with olive oil and 1 tbs of prepared batter.~In pot,heat water and place steam rack with ramekins,cover and cook steam on medium low flame for 10-12 minutes (Insert a tooth pick/stick,if it comes clean,its done).~In bowl,add water,salt and mix.~Now add stream dumplings in salted water and let them soak for 6-8 minutes,take them out,press and squeeze excess water and keep aside.~In saucepan,add button red chilies,fennel seeds,cumin seeds and roast until fragrant.~Add tamarind pulp,dates,jaggery,water,salt,black salt and ginger powder,mix well and cook on low flame for 5 minutes.~Turn off the flame and blend until smooth & let it cool.~In blender jar,add green chilies,lemon juice,salt,mint leaves,fresh coriander and water,blend well & set aside.~In serving dish,add steam dumplings,yogurt,date tamarind chutney,green chutney and sprinkle red chili crushed,cumin seeds,salt,fresh coriander & serve.",https://www.foodfusion.com/wp-content/uploads/2018/04/Steam-dahi-baray-Recipe-by-Food-fusion-1.jpg,https://www.youtube.com/embed/gNwiUR8yIOk?rel=0
3077,Chicken Kabab Paratha,Chicken qeema (Chicken mince) ½ kg~Pyaz (Onion) fried & crushed ¼ Cup~Hari mirch (Green chilies) chopped 2~Hara dhania (Fresh coriander) chopped ¼ Cup~Bread crumbs ¼ Cup~Namak (Salt) 1 tsp or to taste~Dhania (Coriander seeds) roasted & crushed 1 tbs~Lal mirch (Red chili) crushed 1 tbs~Garam masala powder 1 tsp~Haldee powder (Turmeric powder) ¼ tsp~Adrak lehsan paste (Ginger garlic paste) 1 tbs~Oil 2 tbs~Rolled dough~Cheese slice~Cooking oil for frying~Chicken qeema (Chicken mince) ½ kg~Pyaz (Onion) fried & crushed ¼ Cup~Hari mirch (Green chilies) chopped 2~Hara dhania (Fresh coriander) chopped ¼ Cup~Bread crumbs ¼ Cup~Namak (Salt) 1 tsp or to taste~Dhania (Coriander seeds) roasted & crushed 1 tbs~Lal mirch (Red chili) crushed 1 tbs~Garam masala powder 1 tsp~Haldee powder (Turmeric powder) ¼ tsp~Adrak lehsan paste (Ginger garlic paste) 1 tbs~Oil 2 tbs~Rolled dough~Cheese slice~Cooking oil for frying,"In bowl,add chicken mince,fried onion,green chilies,fresh coriander,bread crumbs,salt,coriander seeds, red chili crushed,garam masala powder,turmeric powder and ginger garlic paste,mix well and marinate for 30 minutes in refrigerator.~Grease working surface with oil,place marinated mince mixture and spread evenly and cut into square shape with the help of the cutter.
In frying pan,add and fry chicken patty from both sides until done.~Heat griddle,place rolled dough and cook for 10 seconds each side & set aside.~On half cooked flat bread (roti),place chicken patty,cheese slice and fold all edges of flat bread (roti) and apply all-purpose flour paste to seal the edges.~Can be freeze in Ziploc bag for up to 2 weeks (thaw before using).~Heat griddle,add cooking oil and fry chicken kabab paratha from all sides until golden brown.",https://www.foodfusion.com/wp-content/uploads/2018/05/Chicken-Kabab-Paratha-Recipe-by-Food-fusion-1.jpg,https://www.youtube.com/embed/LQH0FT1Z8tQ?rel=0
3078,Baked & Air Fried Pakora,Beasn (Gram flour) sifted 1 Cup~Pani (Water) ¼ Cup or as required~Baking powder 1 tsp~Lal mirch powder (Red chili powder) 1 & ½ tsp or to taste~Haldee powder (Turmeric powder) ½ tsp~Garam masala powder 1 tsp~Zeera (Cumin seeds) 2 tsp~Namak (Salt) 1 & ½ tsp or to taste~Pani (Water) 1-2 tbs (if required)~Olive oil 2 tbs~Pyaz (Onion) sliced 1 large~Aloo (Potato) julienne 1 large~Hari mirch (Green chili) chopped 1~Hara dhania & Podina (Fresh coriander & Mint leaves) chopped ¼ Cup~Beasn (Gram flour) sifted 1 Cup~Pani (Water) ¼ Cup or as required~Baking powder 1 tsp~Lal mirch powder (Red chili powder) 1 & ½ tsp or to taste~Haldee powder (Turmeric powder) ½ tsp~Garam masala powder 1 tsp~Zeera (Cumin seeds) 2 tsp~Namak (Salt) 1 & ½ tsp or to taste~Pani (Water) 1-2 tbs (if required)~Olive oil 2 tbs~Pyaz (Onion) sliced 1 large~Aloo (Potato) julienne 1 large~Hari mirch (Green chili) chopped 1~Hara dhania & Podina (Fresh coriander & Mint leaves) chopped ¼ Cup,"In bowl,add gram flour,water and whisk until thick paste is formed.~Add baking powder and mix well.~Add red chili powder,turmeric powder,garam masala powder,cumin seeds,salt and mix well.~Add water and mix well.~Add olive oil and whisk well.~Add onion,potato,green chili,fresh coriander & mint leaves and mix well.~Option no.1: Baked Pakora~In baking tray,place ramekins and grease with olive oil.~Add prepared pakora mixture and bake in preheated oven at 200 C for 10 minutes.~Option no.2: Air Fried Pakora~In air fryer machine,place ramekins and grease with olive oil,add prepared pakora mixture and air fry at 200 C for 10 minutes.",https://www.foodfusion.com/wp-content/uploads/2018/04/Baked-Pakora-Recipe-by-Food-fusion-1.jpg,https://www.youtube.com/embed/n2gj0_y-8tU?rel=0
3079,Achari Chili Bites,Pani (Water) as required~Sirka (Vinegar) 2 tbs~Hari mirch (Green chilies) 20-25~Oil 1 tbs~Chicken strips 1 & ½ Cups~Adrak lehsan paste (Ginger garlic paste) ½ tbs~Achar gosht masala 1 & ½ tbs~Lemon juice 2 tbs~Cheddar cheese grated ¼ Cup~Mozzarella cheese grated ¼ Cup~Tabasco sauce 2 tbs~Cream cheese 2 tbs~Maida (All-purpose flour) 1 Cup or as required~Anday (Eggs) beaten 2~Bread crumbs grinded 1 Cup or as required~Cooking oil for frying~Mayonnaise ½ Cup~Tabasco sauce 1 tbs~Mustard paste 1 tbs~Shahad (Honey) 2 tbs~Pani (Water) as required~Sirka (Vinegar) 2 tbs~Hari mirch (Green chilies) 20-25~Oil 1 tbs~Chicken strips 1 & ½ Cups~Adrak lehsan paste (Ginger garlic paste) ½ tbs~Achar gosht masala 1 & ½ tbs~Lemon juice 2 tbs~Cheddar cheese grated ¼ Cup~Mozzarella cheese grated ¼ Cup~Tabasco sauce 2 tbs~Cream cheese 2 tbs~Maida (All-purpose flour) 1 Cup or as required~Anday (Eggs) beaten 2~Bread crumbs grinded 1 Cup or as required~Cooking oil for frying~Mayonnaise ½ Cup~Tabasco sauce 1 tbs~Mustard paste 1 tbs~Shahad (Honey) 2 tbs,"In bowl,add water and vinegar.~Slit green chilies with the help of the knife and deseed them.~Now add green chilies in vinegar water and soak for 30 minutes.~In frying pan,add oil,chicken and mix well.~Add ginger garlic paste and mix well until chicken changes color.~Add achar gosht masala and mix well.~Add lemon juicem,mix well and cook until dries up & set aside.~In bowl,add cheddar cheese,mozzarella cheese,tabasco sauce and cream cheese,mix well & set aside.~Pat dry green chilies with kitchen paper/towel.~Now stuffed green chilies with cooked achari chicken and cream & cheese mixture.~Coat in all-purpose flour and dip into beaten eggs then coat in bread crumbs then again dip into beaten eggs and coat in bread crumbs (Makes 20-25).~In wok,heat cooking oil and deep fry until golden brown.~Can be freeze for up to 2 weeks.~In bowl,add mayonnaise,tabasco sauce,mustard paste,honey and mix well.",https://www.foodfusion.com/wp-content/uploads/2018/04/Achari-Chili-Bites-Recipe-by-Food-fusion-1.jpg,https://www.youtube.com/embed/pLJFjv9cPrE?rel=0
3080,Tempura 3 ways,Thanda pani (Chilled water)1 litre~Anda (Egg) 1~Maida (All-purpose flour) 1 Cup~Corn flour 1 & ½ Cups~Namak (Salt) 1 & ½ tsp or to taste~Kali mirch powder (Black pepper powder) 1 & ½ tsp or to taste~Chicken strips 2 fillets~Pyaz (Onion) rings 1 large~Shimla mirch (Capsicum) julienne ½ Cup~Hara pyaz (Green onion) white part ½ Cup~Bund gobhi (Cabbage) shredded ½ Cup~Oil for frying~Thanda pani (Chilled water) 1 litre~Anda (Egg) 1~Maida (All-purpose flour) 1 Cup~Corn flour 1 & ½ Cups~Namak (Salt) 1 & ½ tsp or to taste~Kali mirch powder (Black pepper powder) 1 & ½ tsp or to taste~Chicken strips 2 fillets~Pyaz (Onion) rings 1 large~Shimla mirch (Capsicum) julienne ½ Cup~Hara pyaz (Green onion) white part ½ Cup~Bund gobhi (Cabbage) shredded ½ Cup~Oil for frying,"In bowl,add chilled water and egg,whisk well & set aside.~In separate bowl,add all-purpose flour and gradually add egg+water mixture as required and whisk well.~Gradually add corn flour and egg+water mixture,whisk well to make a paste.~Add salt,black pepper powder and mix well (batter must be chilled while cooking).~Now dip chicken strips into prepared batter.~In wok,heat oil and fry chicken strips until golden.~Dip onion rings into prepared batter.~In wok,heat oil and fry onion rings until golden.~In prepared batter,add capsicum,green onion white part,cabbage and mix well.~In wok,heat oil and fry batter coated vegetables until golden & crispy.~Serve with sauce.",https://www.foodfusion.com/wp-content/uploads/2018/05/Tempura-Recipe-by-Food-fusion-1.jpg,https://www.youtube.com/embed/ww9hSzqsRbo?rel=0
